text,word,language,pair_type,domain,author,meaning
The nature of ἀρετή plays a central role in Heraclitus's theory of virtue.,ἀρετή,greek,control,philosophy,Heraclitus,virtue vs thing
"When discussing knowledge, Pythagoras emphasizes how ἀρετή relates to human knowledge.",ἀρετή,greek,control,philosophy,Pythagoras,virtue vs thing
Pythagoras defines ἀρετή as the principle underlying being.,ἀρετή,greek,control,philosophy,Pythagoras,virtue vs thing
"In considering virtue, Aristotle argues that ἀρετή is fundamental to understanding reality.",ἀρετή,greek,control,philosophy,Aristotle,virtue vs thing
The nature of ἀρετή plays a central role in Democritus's theory of justice.,ἀρετή,greek,control,philosophy,Democritus,virtue vs thing
The relationship between ἀρετή and reality is explored in Democritus's work.,ἀρετή,greek,control,philosophy,Democritus,virtue vs thing
The nature of ἀρετή plays a central role in Epicurus's theory of nature.,ἀρετή,greek,control,philosophy,Epicurus,virtue vs thing
The relationship between ἀρετή and nature is explored in Chrysippus's work.,ἀρετή,greek,control,philosophy,Chrysippus,virtue vs thing
"In considering reality, Chrysippus argues that ἀρετή is fundamental to understanding reality.",ἀρετή,greek,control,philosophy,Chrysippus,virtue vs thing
"When discussing soul, Plato emphasizes how ἀρετή relates to human knowledge.",ἀρετή,greek,control,philosophy,Plato,virtue vs thing
Pythagoras defines ἀρετή as the principle underlying knowledge.,ἀρετή,greek,control,philosophy,Pythagoras,virtue vs thing
Pythagoras defines ἀρετή as the principle underlying reality.,ἀρετή,greek,control,philosophy,Pythagoras,virtue vs thing
The relationship between ἀρετή and justice is explored in Aristotle's work.,ἀρετή,greek,control,philosophy,Aristotle,virtue vs thing
The relationship between ἀρετή and wisdom is explored in Chrysippus's work.,ἀρετή,greek,control,philosophy,Chrysippus,virtue vs thing
"When discussing nature, Epicurus emphasizes how ἀρετή relates to human knowledge.",ἀρετή,greek,control,philosophy,Epicurus,virtue vs thing
"In considering soul, Plato argues that ἀρετή is fundamental to understanding reality.",ἀρετή,greek,control,philosophy,Plato,virtue vs thing
The nature of ἀρετή plays a central role in Parmenides's theory of being.,ἀρετή,greek,control,philosophy,Parmenides,virtue vs thing
"In considering nature, Democritus argues that ἀρετή is fundamental to understanding reality.",ἀρετή,greek,control,philosophy,Democritus,virtue vs thing
"When discussing justice, Chrysippus emphasizes how ἀρετή relates to human knowledge.",ἀρετή,greek,control,philosophy,Chrysippus,virtue vs thing
The relationship between ἀρετή and knowledge is explored in Plato's work.,ἀρετή,greek,control,philosophy,Plato,virtue vs thing
"In considering wisdom, Pythagoras argues that ἀρετή is fundamental to understanding reality.",ἀρετή,greek,control,philosophy,Pythagoras,virtue vs thing
The relationship between ἀρετή and being is explored in Parmenides's work.,ἀρετή,greek,control,philosophy,Parmenides,virtue vs thing
"In considering virtue, Plato argues that ἀρετή is fundamental to understanding reality.",ἀρετή,greek,control,philosophy,Plato,virtue vs thing
"When discussing mind, Democritus emphasizes how ἀρετή relates to human knowledge.",ἀρετή,greek,control,philosophy,Democritus,virtue vs thing
"In considering virtue, Plotinus argues that ἀρετή is fundamental to understanding reality.",ἀρετή,greek,control,philosophy,Plotinus,virtue vs thing
The nature of ἀρετή plays a central role in Plato's theory of reality.,ἀρετή,greek,control,philosophy,Plato,virtue vs thing
Aristotle defines ἀρετή as the principle underlying soul.,ἀρετή,greek,control,philosophy,Aristotle,virtue vs thing
The nature of ἀρετή plays a central role in Heraclitus's theory of knowledge.,ἀρετή,greek,control,philosophy,Heraclitus,virtue vs thing
The nature of ἀρετή plays a central role in Democritus's theory of knowledge.,ἀρετή,greek,control,philosophy,Democritus,virtue vs thing
The nature of ἀρετή plays a central role in Plotinus's theory of knowledge.,ἀρετή,greek,control,philosophy,Plotinus,virtue vs thing
Zeno defines ἀρετή as the principle underlying soul.,ἀρετή,greek,control,philosophy,Zeno,virtue vs thing
"When discussing being, Zeno emphasizes how ἀρετή relates to human knowledge.",ἀρετή,greek,control,philosophy,Zeno,virtue vs thing
The nature of ἀρετή plays a central role in Heraclitus's theory of knowledge.,ἀρετή,greek,control,philosophy,Heraclitus,virtue vs thing
"When discussing justice, Pythagoras emphasizes how ἀρετή relates to human knowledge.",ἀρετή,greek,control,philosophy,Pythagoras,virtue vs thing
"In considering soul, Epicurus argues that ἀρετή is fundamental to understanding reality.",ἀρετή,greek,control,philosophy,Epicurus,virtue vs thing
The nature of ἀρετή plays a central role in Epicurus's theory of virtue.,ἀρετή,greek,control,philosophy,Epicurus,virtue vs thing
The relationship between ἀρετή and truth is explored in Democritus's work.,ἀρετή,greek,control,philosophy,Democritus,virtue vs thing
The relationship between ἀρετή and reality is explored in Plotinus's work.,ἀρετή,greek,control,philosophy,Plotinus,virtue vs thing
"When discussing justice, Parmenides emphasizes how ἀρετή relates to human knowledge.",ἀρετή,greek,control,philosophy,Parmenides,virtue vs thing
Democritus defines ἀρετή as the principle underlying nature.,ἀρετή,greek,control,philosophy,Democritus,virtue vs thing
The relationship between ἀρετή and justice is explored in Chrysippus's work.,ἀρετή,greek,control,philosophy,Chrysippus,virtue vs thing
The nature of ἀρετή plays a central role in Heraclitus's theory of reality.,ἀρετή,greek,control,philosophy,Heraclitus,virtue vs thing
"In considering nature, Plato argues that ἀρετή is fundamental to understanding reality.",ἀρετή,greek,control,philosophy,Plato,virtue vs thing
The nature of ἀρετή plays a central role in Plato's theory of knowledge.,ἀρετή,greek,control,philosophy,Plato,virtue vs thing
The relationship between ἀρετή and wisdom is explored in Parmenides's work.,ἀρετή,greek,control,philosophy,Parmenides,virtue vs thing
"When discussing justice, Heraclitus emphasizes how ἀρετή relates to human knowledge.",ἀρετή,greek,control,philosophy,Heraclitus,virtue vs thing
Seneca defines res as the principle underlying reality.,res,latin,control,philosophy,Seneca,virtue vs thing
"When discussing truth, Seneca emphasizes how res relates to human knowledge.",res,latin,control,philosophy,Seneca,virtue vs thing
"In considering justice, Varro argues that res is fundamental to understanding reality.",res,latin,control,philosophy,Varro,virtue vs thing
Macrobius defines res as the principle underlying wisdom.,res,latin,control,philosophy,Macrobius,virtue vs thing
Cicero defines res as the principle underlying nature.,res,latin,control,philosophy,Cicero,virtue vs thing
The nature of res plays a central role in Boethius's theory of soul.,res,latin,control,philosophy,Boethius,virtue vs thing
The nature of res plays a central role in Lactantius's theory of soul.,res,latin,control,philosophy,Lactantius,virtue vs thing
"When discussing wisdom, Lucretius emphasizes how res relates to human knowledge.",res,latin,control,philosophy,Lucretius,virtue vs thing
"In considering being, Macrobius argues that res is fundamental to understanding reality.",res,latin,control,philosophy,Macrobius,virtue vs thing
"When discussing virtue, Marcus Aurelius emphasizes how res relates to human knowledge.",res,latin,control,philosophy,Marcus Aurelius,virtue vs thing
The nature of res plays a central role in Macrobius's theory of knowledge.,res,latin,control,philosophy,Macrobius,virtue vs thing
The nature of res plays a central role in Augustine's theory of virtue.,res,latin,control,philosophy,Augustine,virtue vs thing
Augustine defines res as the principle underlying reality.,res,latin,control,philosophy,Augustine,virtue vs thing
The nature of res plays a central role in Cicero's theory of truth.,res,latin,control,philosophy,Cicero,virtue vs thing
The nature of res plays a central role in Boethius's theory of nature.,res,latin,control,philosophy,Boethius,virtue vs thing
"When discussing being, Cicero emphasizes how res relates to human knowledge.",res,latin,control,philosophy,Cicero,virtue vs thing
Augustine defines res as the principle underlying truth.,res,latin,control,philosophy,Augustine,virtue vs thing
"In considering wisdom, Cicero argues that res is fundamental to understanding reality.",res,latin,control,philosophy,Cicero,virtue vs thing
Macrobius defines res as the principle underlying reality.,res,latin,control,philosophy,Macrobius,virtue vs thing
Varro defines res as the principle underlying knowledge.,res,latin,control,philosophy,Varro,virtue vs thing
"In considering nature, Lucretius argues that res is fundamental to understanding reality.",res,latin,control,philosophy,Lucretius,virtue vs thing
"In considering soul, Macrobius argues that res is fundamental to understanding reality.",res,latin,control,philosophy,Macrobius,virtue vs thing
The nature of res plays a central role in Lucretius's theory of wisdom.,res,latin,control,philosophy,Lucretius,virtue vs thing
"In considering virtue, Seneca argues that res is fundamental to understanding reality.",res,latin,control,philosophy,Seneca,virtue vs thing
"In considering soul, Macrobius argues that res is fundamental to understanding reality.",res,latin,control,philosophy,Macrobius,virtue vs thing
Marcus Aurelius defines res as the principle underlying knowledge.,res,latin,control,philosophy,Marcus Aurelius,virtue vs thing
"In considering nature, Boethius argues that res is fundamental to understanding reality.",res,latin,control,philosophy,Boethius,virtue vs thing
The nature of res plays a central role in Augustine's theory of knowledge.,res,latin,control,philosophy,Augustine,virtue vs thing
"When discussing soul, Lucretius emphasizes how res relates to human knowledge.",res,latin,control,philosophy,Lucretius,virtue vs thing
The nature of res plays a central role in Seneca's theory of wisdom.,res,latin,control,philosophy,Seneca,virtue vs thing
Marcus Aurelius defines res as the principle underlying knowledge.,res,latin,control,philosophy,Marcus Aurelius,virtue vs thing
